TIMESTAMP,TARGETVAR,U10,V10,U100,V100
20120101 1:00,0.0,-0.307548429216042,0.37126270108964204,-0.6254377524026489,0.29853261485412796
20120101 2:00,0.014953951509362,0.140012947284393,0.7515854182899742,0.0249572563587588,0.7974983753515601
20120101 3:00,0.0717848695842388,0.6761126771973771,1.47219688245902,0.6747862120228989,1.62675777513479
20120101 4:00,0.0667964556496089,0.90719777960413,2.2588218081802003,0.9368687960581751,2.62577400430465
20120101 5:00,0.0347974069985965,0.7394175998873491,2.9078831978927497,0.720636512901641,3.5016758556126404
20120101 6:00,0.0232350338100729,0.0142884854385734,3.45515608882492,-0.23429506219017399,4.2777845548211495
20120101 7:00,0.0233529062286114,-1.06897826856396,3.4598409151286202,-1.68735336287819,4.399271870420519
20120101 8:00,0.00081370765556511,-1.77153010289254,3.0233002822838997,-2.8064403361778503,4.08307943740965
20120101 9:00,0.141866452206287,-2.15357309786769,2.27713522009467,-4.06590847760007,3.65461970828686
20120101 10:00,0.230076629713693,-2.4329116028842797,1.48752904127113,-5.45783304378311,2.86386744871593
20120101 11:00,0.21085289805513602,-2.87604606171409,0.897240927004995,-6.491445999395231,1.77590514919652
20120101 12:00,0.183720554835588,-3.17840453861794,0.36913323458796005,-7.08749991081887,0.686858141502129
20120101 13:00,0.30526824758979604,-3.46792495427698,-0.16962179033748198,-7.505247096602959,-0.42279832151715996
20120101 14:00,0.40747052197821504,-3.57505636190616,-0.7181723611706601,-7.66487407003265,-1.5818090064987
20120101 15:00,0.46599341492481894,-3.29616054865663,-1.1598237136194198,-7.2697690081393,-2.64861949660571
20120101 16:00,0.511984473273106,-3.02301972837892,-1.66919210082166,-6.71333881352445,-3.97955642732386
20120101 17:00,0.46465503551277204,-2.7879504000686004,-2.13213811828724,-6.03577325609416,-5.1765318984302
20120101 18:00,0.39530357313410297,-2.4718684783858,-2.45283577344048,-4.97442369871588,-6.04755256295071
20120101 19:00,0.275459319913635,-1.9512629603200098,-3.26118125747882,-3.32154865469211,-7.66973363865487
20120101 20:00,0.5352232341881289,-0.9441391902522691,-4.22881083584293,-0.7641207612334109,-9.11348021957244
20120101 21:00,0.6663827818736451,-0.45762093825031197,-4.8923525977669104,-0.0463654338970612,-9.35916662120867
20120101 22:00,0.647159028419153,-0.47488591716576,-5.34550306932476,-0.0735359825659447,-9.59237887883247
20120101 23:00,0.576104148302684,0.12009181776657,-6.06781810669515,0.48119605275710203,-9.06846483031017
20120102 0:00,0.5157561945029171,1.15289171032395,-6.33911213900939,1.8250061056723201,-9.108599032784962
20120102 1:00,0.6505657767110171,3.79947276627159,-6.33735775335999,5.32997728763138,-9.14987935759843
20120102 2:00,0.371091383949045,5.58350049378119,-6.72812189315194,7.87252481322118,-9.796583497067491
20120102 3:00,0.27679765573381,7.503326741789711,-5.8446735294881,10.348244989422,-8.91271881638585
20120102 4:00,0.485338876882478,8.04571008634955,-3.75087130426089,11.3024773737204,-5.66260223466674
20120102 5:00,0.6055481466327671,6.581518277268731,-2.54559230165585,9.04019028238976,-3.94626657975132
20120102 6:00,0.43727947145031,5.34717053124129,-1.02186589941516,7.3063054885533605,-1.6742364738682902
20120102 7:00,0.5421584392750199,5.1785371445919,0.26883989565521604,7.38556583317749,0.133644220657399
20120102 8:00,0.33568560880210696,5.25434109484054,1.08039442407594,7.64562265017955,1.5202035925323
20120102 9:00,0.21900473045903998,3.9786457395865695,1.2859262118885901,6.30389524771875,2.04966583916715
20120102 10:00,0.189804083747482,3.4549093560504707,1.5278278222359898,6.15987971957817,2.7900564226818196
20120102 11:00,0.10220220900061401,2.6705208869000296,1.46608370490956,5.24968086007099,3.0427421460505197
20120102 12:00,0.0497627359862271,1.37212488344325,1.1281826792669498,3.2262108855490297,2.8205714358852405
20120102 13:00,0.0133836197529937,0.6967805994098512,1.13156591857251,1.42549874232366,2.27879611374725
20120102 14:00,0.0834651151913006,0.0826469917804373,1.19331003589894,0.5857535224823629,2.14549368764808
