TIMESTAMP,TARGETVAR,U10,V10,U100,V100
20120101 1:00,0.594360845911834,1.65578955770723,-4.64959341657521,2.0242567959108,-5.992232446026
20120101 2:00,0.5696789868089941,2.17860853460833,-4.18494382590829,2.6231409728207797,-5.31808631526697
20120101 3:00,0.330538724477125,2.22863270428642,-3.24244195226402,2.64521704361425,-4.05223187504848
20120101 4:00,0.21130835363827102,2.07723211995096,-2.3450847684553997,2.4329471321386,-2.91383064539184
20120101 5:00,0.172139682435007,1.8147159020827601,-1.57762504124935,2.09784369855569,-1.9761004281091699
20120101 6:00,0.151354466254734,1.43887059184649,-1.02651911061415,1.62066093755842,-1.30683548413761
20120101 7:00,0.16009308534644198,1.2308054613269999,-0.56783202615194,1.37612599953846,-0.7438719413155079
20120101 8:00,0.0860458473545632,1.20778548943973,-0.23350578538793,1.3942396986510501,-0.324089877592668
20120101 9:00,0.0595432167374717,1.2201808589174898,0.31589657204592103,1.12310026505948,0.223687750779513
20120101 10:00,0.0144342037166989,-0.18182396737022302,0.8210060262447941,-0.498641858614524,0.6429274604148549
20120101 11:00,0.0,-2.1261262083098,0.9854008401746128,-2.46963874330314,0.6478086472023299
20120101 12:00,0.00920297369362258,-2.63876327456846,0.8124881602380679,-5.47990911457657,1.1250802441998702
20120101 13:00,0.0991225413776467,-3.90397634483378,-0.678990177539719,-7.47241601696139,-3.0157932138413197
20120101 14:00,0.36919381429350706,-3.2811090285764997,-3.70709154293094,-5.37518929158192,-7.948503639628429
20120101 15:00,0.665697186108861,-3.06773159685226,-4.397464582776109,-5.02084005269189,-8.82440549093642
20120101 16:00,0.66062823840784,-3.1164276912291604,-4.79524892529023,-5.10857828276849,-9.253949928234212
20120101 17:00,0.6589922415799,-2.76094620227777,-4.6623702155853,-4.61101761026956,-9.0630412894352
20120101 18:00,0.659692559496649,-2.3005467645325197,-4.4477199922157995,-3.8247698581637297,-8.882437378298619
20120101 19:00,0.662296614258999,-1.83837655971901,-4.22157064973721,-2.9819167963310598,-8.6926134476746
20120101 20:00,0.659621528713585,-1.16371430671539,-3.90726139408901,-1.71339180535254,-8.32869385496397
20120101 21:00,0.661434186111734,-0.708627170174889,-4.078896394124549,-0.73581810636999,-7.76518795805437
20120101 22:00,0.6572976906055351,0.5189570998901021,-4.572080835914,0.7132778226371509,-7.08833005685786
20120101 23:00,0.6597136235011228,2.70762519624831,-5.12020551344685,3.4937306364196004,-6.97606276074594
20120102 0:00,0.660556338562501,3.4991580757564997,-5.55674614629157,4.52507937964266,-7.44086021373104
20120102 1:00,0.6632381098642359,3.83149689498626,-6.206257230269611,4.953879181767849,-8.30670136118802
20120102 2:00,0.675627564927599,4.40428289338914,-6.19060974848141,5.77083057701136,-8.19160087278914
20120102 3:00,0.660623867282729,4.44279292159032,-5.27713513598075,5.86045175099812,-6.80236474537008
20120102 4:00,0.665020341478144,5.745647980944081,-1.12124855401593,7.2368879318237305,-1.55806528325174
20120102 5:00,0.660413356306636,5.96130413887071,5.6371948637493805,7.78445776363881,7.54183286467471
20120102 6:00,0.38284604265781,5.77483452863339,6.3764326520138095,7.64873089898834,8.63609053112733
20120102 7:00,0.43001480210961496,5.3070390281684805,7.53984406821257,7.1400141772831205,10.3331535461248
20120102 8:00,0.665878088735526,4.2222723390488,7.606663044497339,5.832995553187151,10.7159295889397
20120102 9:00,0.660615305728622,2.53472236640111,6.18443382142339,3.64116210152243,9.223906048624869
20120102 10:00,0.661898041648183,1.5873756726519799,5.134360921960821,2.3926821633253197,8.333617154637249
20120102 11:00,0.657480701353564,0.685024906590542,4.35959912098804,1.0768568342711,7.608216402169879
20120102 12:00,0.6509155553869821,-0.985499579905045,3.68210545005005,-1.4527396546154099,6.62317036191898
20120102 13:00,0.6618729851199849,-2.53400808231056,3.0232195952926295,-3.98544439231071,5.349034722898809
20120102 14:00,0.6622303073887039,-3.02247738738874,2.0970578353961202,-5.08524642915405,4.05830319950484
20120102 15:00,0.661521883960429,-3.0942276504583197,1.30580274280874,-5.69083690539987,2.86768233346246
20120102 16:00,0.662569611673203,-2.56035704897453,1.0165357821835401,-5.082656221813401,2.1524532520629
20120102 17:00,0.6650522558542061,-1.2781757942340501,0.753066021263206,-3.47051117298792,1.5924759922246199
20120102 18:00,0.591885593062467,-1.11764978194279,1.2089575176871499,-2.14846934631612,1.2145181093892201
20120102 19:00,0.6604135197935981,-0.31299287689699395,1.3612032864372599,-0.6249093885411421,1.24878058035447
20120102 20:00,0.661781948695416,-0.254214412800449,0.588556010030447,0.43500345525607303,0.46877401478623504
20120102 21:00,0.660683402350932,-0.7386300306995579,0.538653230273467,-0.443076833226957,0.860651026451264
20120102 22:00,0.596282265163153,-1.95108786596,0.8418760530341031,-2.83332016718607,1.42812320181319
20120102 23:00,0.498149895482784,-0.930774802987572,1.97864445970159,-1.24811327470343,2.4758053217974303
20120103 0:00,0.552039999787295,-1.63733247829983,2.31696839025739,-2.0350182647953,2.84466223578268
20120103 1:00,0.39924307085031,-2.6929401930737003,-0.3697730934447271,-3.2560489051132797,-0.54007176846621
20120103 2:00,0.0803686593151799,-1.2573676211254798,-0.617844107335376,-1.42004340986482,-0.818845906272982
20120103 3:00,0.0536055423388297,0.0379033117716483,0.165814855273246,0.09381460478804499,0.12078692292278699
20120103 4:00,0.0127841728236861,0.8611096138283509,1.4206334290699398,1.00194129826263,1.6589642244683898
20120103 5:00,0.1142802093232,1.24558261365898,2.5334466874946,1.40309721205539,3.07141985602271
20120103 6:00,0.29982579689697897,1.59982487358356,3.66773605842923,1.81789148634052,4.5828129757006
20120103 7:00,0.651490995077855,1.5064196387456799,4.91335058400736,1.7840307292560198,6.33909004388327
20120103 8:00,0.8103238282644141,1.33317424466878,5.48487814957875,1.6499985657965401,7.6116119905777095
20120103 9:00,0.7090660438972131,1.83159387952985,5.6615082177729805,2.3817671494560098,8.37304801795974
20120103 10:00,0.611378720147991,1.5068072123342202,5.571659175639441,2.1019456152160503,8.4965832241251
20120103 11:00,0.5751006619346191,1.53665037865172,4.77660472476022,2.14192012010747,7.474411385500259
20120103 12:00,0.589402923067734,3.1260896652498995,5.555442519254361,4.3010136725372,8.35282322756984
20120103 13:00,0.22837844044761102,2.8199065303041397,5.756178428020999,3.87446219093107,8.59552071224868
20120103 14:00,0.15572508369629,2.0432090588721104,5.849533774237799,2.78621508129865,8.71140329502326
20120103 15:00,0.296921296119823,0.866148070479357,5.517311462348911,1.083301172924,8.38671341687184
20120103 16:00,0.369493726824539,0.262308419535693,5.30123547321801,0.23960397556853197,7.893119208166911
20120103 17:00,0.6328908854108001,0.021237647464473996,5.19297833464735,-0.0914789825910258,7.7171088701791
20120103 18:00,0.748749131131327,-0.19929172441418103,5.077270299899769,-0.4197402109935421,7.567882714059
20120103 19:00,0.834449435883071,-0.601205535729059,5.1605450218772,-1.0123034599723,7.659167578791809
20120103 20:00,0.9302507826336031,-0.8457644700971291,5.50635426208872,-1.3725442922879498,8.14456254814949
20120103 21:00,0.974347647867461,-1.1193914236056202,6.20104075858462,-1.6391977543283898,8.61738535050803
20120103 22:00,0.97921646171224,-1.42634970572846,6.50433606178661,-1.96416696468103,8.76333181088922
20120103 23:00,0.943824365164205,-1.58176671473257,6.6459030891482405,-2.1250055608324,8.76606489067164
20120104 0:00,0.805384413865422,-1.6104471602844501,6.65291569731476,-2.13911420961761,8.65018230789706
20120104 1:00,0.79231049051613,-1.2652187304773,5.31588708038665,-1.6049503235287699,6.71658242573032
20120104 2:00,0.7578843868040269,-1.16729017362207,5.4321796574607895,-1.4737684090294298,6.82482903891364
20120104 3:00,0.718603288197795,-0.9975205853033661,5.654546635380799,-1.2483786331521798,7.097878080033361
20120104 4:00,0.706222592593809,-0.8426008191307421,5.915839998932331,-1.03565120423433,7.45241614456076
20120104 5:00,0.711732610911405,-0.938522643263533,5.97082351863683,-1.14150842481488,7.54910834397732
20120104 6:00,0.7974619130876109,-1.25317833414264,6.218979227037719,-1.57202822143435,7.94560717428926
20120104 7:00,0.8439221716699491,-1.65893969062068,6.48659812825436,-2.18235334487723,8.42602753617029
20120104 8:00,0.936495735081182,-1.69947569161404,6.55715220221148,-2.3591197084304,8.683873401281119
20120104 9:00,0.9855281512589641,-1.13919591550786,6.568830117900929,-1.75791147479828,9.04023584692958
20120104 10:00,0.989804023703269,-0.48700778071378603,6.308509913990201,-1.08123565328816,9.496331127196381
20120104 11:00,0.9825769964653599,-1.20060193681463,6.215086588474571,-2.3110027899847,9.70978371836124
20120104 12:00,0.9768960396212549,-2.88826415638946,5.922652116417839,-4.79231630014795,9.22145770495559
20120104 13:00,0.9755499223875749,-3.11663034020351,5.37914245703786,-5.02277101480895,8.35913356173116
20120104 14:00,0.9746643651373591,-2.95809845513049,4.90034791377027,-4.738121455161731,7.66951749796775
20120104 15:00,0.9647378927965731,-2.95247960350765,4.431771546730951,-4.745718863337371,7.00909153214142
20120104 16:00,0.97316721176375,-2.8421093037732597,4.14322971323737,-4.606939540662389,6.61502520999091
20120104 17:00,0.9603369098028129,-2.62939563519427,4.0439674298770205,-4.31823802998816,6.500697326404031
20120104 18:00,0.9729616226056971,-2.2461096852076,4.1086825459894,-3.7261466861668,6.67827042218791
20120104 19:00,0.9672634824213392,-2.39139713431249,3.94373198687587,-3.8917701843957,6.53596869474466
20120104 20:00,0.912899592898533,-2.72250803351564,3.38075913468014,-4.44688747509562,5.68398271120628
20120104 21:00,0.8078154736073611,-2.7750844308436604,3.55592787002194,-4.027004049922049,5.11842456367545
20120104 22:00,0.5666801712634351,-2.77227500503224,3.44158161222937,-3.68917263304536,4.52489257228825
20120104 23:00,0.34344132209394296,-2.4162806200707903,3.1360094850220097,-3.1234189708995497,3.95142877323279
20120105 0:00,0.158981029816081,-1.8672385472103,2.92094120440791,-2.35456126352502,3.5932419464632703
20120105 1:00,0.0176933421345536,-1.6180040467244399,2.62305445804456,-2.00407198956777,3.1444322917916603
20120105 2:00,0.0013534139149674,-0.886482152254434,2.90516290162172,-1.09181834512185,3.47765381568726
20120105 3:00,0.0585370577361437,-0.356502004220044,3.42537272450703,-0.431098715261022,4.1218820952187505
20120105 4:00,0.29522313122312,-0.22074124446827698,4.1040079787608,-0.258095273304613,4.9831315723642895
20120105 5:00,0.5416120440948771,-0.40502131354713594,5.02398723811095,-0.45117419999316605,6.203804607763031
20120105 6:00,0.6540692189000771,-0.9802550481654491,5.79387924669099,-1.14259751238551,7.293467471373759
20120105 7:00,0.852166948274394,-1.5251642144543303,6.550337519862599,-1.8936568235409799,8.454901124746621
20120105 8:00,0.936112117225177,-1.5344948508633798,7.33273679934015,-2.0867357502295403,9.79063526754179
20120105 9:00,0.9615034150963759,-1.30356159973925,7.45549334703793,-1.9320364267053702,10.3773329933751
20120105 10:00,0.9942436756660269,-1.3530139727072399,7.19886267751125,-2.2668246573855297,10.743591864938901
20120105 11:00,0.9971430395107199,-2.7213518020953305,6.84912232463644,-4.437929285623481,10.480432302477801
20120105 12:00,0.9956864395084721,-4.0873569723811505,5.83464368517177,-6.409459977406599,8.898057271055631
20120105 13:00,0.979855428995039,-4.11021703158334,4.68073213681263,-6.48385736200219,7.17840636397733
20120105 14:00,0.973925894526231,-4.1484726408604695,3.9409502248377097,-6.646232606159231,6.07735131151547
20120105 15:00,0.8978172838382691,-4.15547061816726,3.6806136972673196,-6.74720048525324,5.698561032215349
20120105 16:00,0.7013488311172611,-4.31082571437805,3.5069016014685803,-7.09202645829947,5.427996547000969
20120105 17:00,0.6888570762380489,-4.345349069091561,3.24239598359902,-7.28038174152163,4.98939727623241
20120105 18:00,0.8166610131727641,-4.59354399757245,2.73376696710029,-7.79939206739086,4.1047938119420495
