TIMESTAMP,TARGETVAR,U10,V10,U100,V100
20120101 1:00,0.273678156788038,0.534894003504361,-3.66024327989395,0.765354707585845,-4.4866574991337504
20120101 2:00,0.0867959455087883,0.330813098888436,-2.6764297561170496,0.469874990811733,-3.2137524557778
20120101 3:00,0.00681140145932929,-0.0658387243997836,-2.02907193960585,-0.0208930445199824,-2.41811900941939
20120101 4:00,0.01864598684447,-0.419549446282916,-1.79908955742424,-0.44486681437402503,-2.14965373610827
20120101 5:00,0.0348118327881815,-0.7542244221823509,-1.6615260214156002,-0.838273716975573,-1.9918286966465901
20120101 6:00,0.0219168973077891,-1.2566795777985702,-1.60786346557323,-1.43885605317736,-1.9446438910343302
20120101 7:00,0.0182326300276769,-1.8118150536952498,-1.7075224978519299,-2.13340320352571,-2.09107949465858
20120101 8:00,0.00964199705258618,-2.4041366380252,-2.2360560835693,-2.9904075927900897,-2.8520022794171602
20120101 9:00,0.00553538693792458,-2.72243201854331,-2.57464125733667,-4.30874525632822,-4.26591938552238
20120101 10:00,0.017217210021206998,-2.5471260787864702,-2.65343151789889,-4.8181930438698,-5.626143436965379
20120101 11:00,0.309963696488264,-2.2514079783885497,-2.90044963209395,-4.25327205279592,-6.40984509339885
20120101 12:00,0.725953416483951,-2.01722403361236,-3.3323054386349797,-3.6028770440345097,-7.2748998629569
20120101 13:00,0.7495956292009631,-1.8941557223689198,-4.10913481844843,-3.2185269909892593,-8.31784677321403
20120101 14:00,0.705537184141476,-1.81801273843413,-4.61935499225133,-3.04191842464151,-8.93558807887335
20120101 15:00,0.8320603141511801,-1.62809797036421,-4.73306850344113,-2.71530578751764,-9.124869655409881
20120101 16:00,0.8691725674849929,-1.6192441350229498,-4.549508490996179,-2.7124755220312897,-8.963248137335711
20120101 17:00,0.8407138492505659,-1.6745806059058002,-4.28460285818699,-2.80134585830243,-8.69640992628708
20120101 18:00,0.8835951259839692,-1.8073881360246202,-3.9702936025387903,-2.90889594678343,-8.28367846570171
20120101 19:00,0.9623216275475359,-1.95391911092239,-3.77353089778341,-3.16305378745695,-7.937656557878491
20120101 20:00,0.9568401567161501,-1.66705484586573,-4.02523383828217,-2.5879438406322404,-8.301576150589112
20120101 21:00,0.921111750116818,-1.1712400667554599,-4.6282987515584,-1.4428184248582399,-8.25276428271436
