TIMESTAMP,TARGETVAR,U10,V10,U100,V100
20120101 1:00,0.268101298731993,1.2055720306044198,-2.41791252281291,1.4678266012959498,-2.95613426421662
20120101 2:00,0.0345422531050212,0.9811273047036079,-1.57762504124935,1.1491387075338302,-1.93705093380937
20120101 3:00,0.020621358764373002,0.613250446274467,-1.01118695180205,0.697428335913636,-1.2607353867003501
20120101 4:00,0.0018671488164876398,0.24271743724295,-0.746707212293193,0.26213350411422504,-0.9564747436144141
20120101 5:00,0.0151735384833552,-0.138440174198074,-0.5013926712994741,-0.16750079671250198,-0.691805948915776
20120101 6:00,0.0129045981493955,-0.655946849894423,-0.340830897072682,-0.7794041948596581,-0.5041514346417421
20120101 7:00,0.0223112466172699,-1.3576133006888702,-0.20539682756573302,-1.63188015934589,-0.38971472217983094
20120101 8:00,0.0149253731343284,-2.27619871734407,-0.500114991398465,-2.8511585308620604,-0.810039139990167
20120101 9:00,0.0964654163860035,-2.63964865810258,-0.6138285025882622,-4.82385357484248,-1.53625126314893
20120101 10:00,0.284444759575046,-3.15804071733306,-1.3808623364939698,-6.28540267198953,-3.22622659979023
20120101 11:00,0.462899280320488,-3.05666430267569,-2.3344374359469904,-5.923128689737741,-5.04148573064339
20120101 12:00,0.5948523416173289,-2.51790842216033,-2.9856282921612203,-4.61781024743678,-6.378930910411509
20120101 13:00,0.505560085557958,-2.16906730971488,-3.8885220888742102,-3.4828737874136095,-7.95989307546587
20120101 14:00,0.616560900958391,-1.9308991390351298,-4.88553830496153,-2.94568939810588,-9.289202943921529
20120101 15:00,0.825197055104524,-1.6847625165482398,-5.4174790370815895,-2.55398065479614,-9.947078452055651
20120101 16:00,0.9745689604235358,-1.67856483180936,-5.5733559850046905,-2.52850826541906,-10.1705283361045
20120101 17:00,0.944162796468962,-1.95082026855295,-5.23945563754101,-2.9581425662457903,-9.76322041639409
20120101 18:00,0.898583094031032,-2.2452102936496803,-4.9238687019918,-3.4138153095468597,-9.332591270921311
20120101 19:00,0.9619007102255941,-2.31869712698209,-4.979660724335861,-3.5174030263469795,-9.35699720485868
20120101 20:00,0.95066236513395,-1.9455079673482,-5.26586102216187,-2.80134585830243,-9.74369566924419
